"PVWatts Hourly PV Performance Data"
"Requested Location","Brisbane"
"Location","Lat, Lng: -27.47, 153.02"
"Latitude (DD)","-27.47"
"Longitude (DD)","153.02"
"Elevation (m)","18"
"DC System Size (kW)","4"
"Module Type","Standard"
"Array Type","Fixed (open rack)"
"Array Tilt (deg)","20"
"Array Azimuth (deg)","0"
"System Losses (%)","14.08"
"DC to AC Size Ratio","1.2"
"Inverter Efficiency (%)","96"
"Ground Coverage Ratio","NA"
"Albedo","From weather file"
"Bifacial","No (0)"
"Monthly Irradiance Loss (%)",""
"","Jan","0"
"","Feb","0"
"","Mar","0"
"","Apr","0"
"","May","0"
"","June","0"
"","July","0"
"","Aug","0"
"","Sept","0"
"","Oct","0"
"","Nov","0"
"","Dec","0"

"Month","Day","Hour","Beam Irradiance (W/m2)","Diffuse Irradiance (W/m2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (W/m2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"3","18","7","20","127","23","5.5","0.2","127.552","24.819","419.729","389.002"
"3","18","8","29","247","23.5","6","0.2","253.25","26.901","837.9","792.356"
"3","18","9","24","280","23.7","6.2","0.2","285.863","27.443","936.253","887.223"
"3","18","10","24","358","24.5","6.6","0.2","365.374","29.075","1188.013","1130.063"
"3","18","11","28","257","24.7","6.8","0.2","278.971","28.119","902.264","854.439"
"3","18","12","24","363","24.8","7","0.2","371.676","29.263","1204.647","1146.107"
"3","18","13","27","259","24.6","7.3","0.2","277.405","27.837","901.229","853.441"
"3","18","14","24","265","24.3","7.3","0.2","270.79","27.466","886.53","839.263"
"3","18","15","40","263","23.9","7.2","0.2","280.788","27.226","932.617","883.717"
"3","18","16","17","107","23.2","6.9","0.2","106.745","24.506","349.193","320.966"
"3","18","17","0","27","22.4","6.6","0.2","25.094","22.711","72.869","54.433"
"3","18","18","0","0","21.8","6.3","0.2","0","0","0","0"
"3","18","19","0","0","21.4","6","0.2","0","21.4","0","0"
"3","18","20","0","0","21.2","5.9","0.2","0","21.2","0","0"
"3","18","21","0","0","21","5.8","0.2","0","21","0","0"
"3","18","22","0","0","20.8","5.6","0.2","0","20.8","0","0"
"3","18","23","0","0","20.8","5.5","0.2","0","20.8","0","0"
"3","19","0","0","0","20.8","5.5","0.2","0","20.8","0","0"
"3","19","1","0","0","20.8","5.5","0.2","0","20.8","0","0"
"3","19","2","0","0","20.7","5.5","0.2","0","20.7","0","0"
"3","19","3","0","0","20.6","5.3","0.2","0","20.6","0","0"
"3","19","4","0","0","20.3","5.1","0.2","0","20.3","0","0"
"3","19","5","0","0","20.5","5.2","0.2","0","0","0","0"
"3","19","6","293","50","21.3","5.6","0.2","94.959","22.556","252.309","227.514"
"3","19","7","645","86","22.5","6.2","0.2","350.293","27.097","1164.596","1107.475"
"3","19","8","792","104","23.7","6.7","0.2","606.82","31.298","2048.689","1960.242"
"3","19","9","873","113","24.3","6.9","0.2","822.222","34.358","2714.872","2602.819"
"3","19","10","27","265","25.2","6.9","0.2","283.942","28.647","919.607","871.167"
"3","19","11","15","95","25.6","6.9","0.2","106.285","26.89","334.086","306.393"
"3","19","12","922","118","25.9","6.8","0.2","1036.382","38.677","3323.435","3189.818"
"3","19","13","27","158","25.9","6.7","0.2","177.26","28.098","567.758","531.786"
"3","19","14","32","350","25.7","6.4","0.2","361.252","30.331","1178.521","1120.907"
"3","19","15","27","223","25.4","5.9","0.2","228.065","28.499","748.78","706.393"
"3","19","16","36","140","24.6","5.2","0.2","148.238","26.791","485.958","452.884"
"3","19","17","0","30","23.5","4.5","0.2","27.933","23.943","80.378","61.675"
"3","19","18","0","0","22.9","4.3","0.2","0","0","0","0"
"3","19","19","0","0","22.6","4.3","0.2","0","22.6","0","0"
"3","19","20","0","0","22.4","4.1","0.2","0","22.4","0","0"
"3","19","21","0","0","22.3","4.1","0.2","0","22.3","0","0"
"3","19","22","0","0","22.3","4.2","0.2","0","22.3","0","0"
"3","19","23","0","0","22.2","4.2","0.2","0","22.2","0","0"
"3","20","0","0","0","22.1","4.2","0.2","0","22.1","0","0"
"3","20","1","0","0","22","4.1","0.2","0","22","0","0"
"3","20","2","0","0","22.1","4.3","0.2","0","22.1","0","0"
"3","20","3","0","0","22.1","4.5","0.2","0","22.1","0","0"
"3","20","4","0","0","22.1","4.7","0.2","0","22.1","0","0"
"3","20","5","0","0","22.4","5","0.2","0","0","0","0"
"3","20","6","264","50","23.1","5.6","0.2","90.909","24.307","241.724","217.305"
"3","20","7","604","89","23.9","6.1","0.2","337.356","28.377","1115.608","1060.223"
"3","20","8","24","203","24.6","6.4","0.2","207.268","27.264","680.634","640.662"
"3","20","9","807","132","24.9","6.4","0.2","793.263","35.121","2610.153","2501.81"
"3","20","10","27","161","25.5","6.5","0.2","180.669","27.787","579.489","543.101"
"3","20","11","899","126","25.7","6.5","0.2","1025.516","38.743","3287.504","3155.16"
"3","20","12","903","122","25.7","6.4","0.2","1021.02","38.826","3273.364","3141.522"
"3","20","13","871","125","25.5","6.2","0.2","930.111","37.73","3009.2","2886.718"
"3","20","14","830","116","25.2","6","0.2","776.065","35.652","2553.16","2446.837"
"3","20","15","757","99","24.7","5.5","0.2","557.51","32.677","1874.587","1792.309"
"3","20","16","611","76","24","4.8","0.2","305.407","28.714","990.58","939.626"
"3","20","17","0","10","23.2","4","0.2","9.269","23.357","25.021","8.28"
"3","20","18","0","0","22.6","3.6","0.2","0","0","0","0"
"3","20","19","0","0","22.4","3.5","0.2","0","22.4","0","0"
"3","20","20","0","0","22.3","3.4","0.2","0","22.3","0","0"
"3","20","21","0","0","22.2","3.5","0.2","0","22.2","0","0"
"3","20","22","0","0","22.1","3.5","0.2","0","22.1","0","0"
"3","20","23","0","0","22","3.5","0.2","0","22","0","0"
"3","21","0","0","0","22","3.4","0.2","0","22","0","0"
"3","21","1","0","0","21.9","3.2","0.2","0","21.9","0","0"
"3","21","2","0","0","21.8","3","0.2","0","21.8","0","0"
"3","21","3","0","0","21.7","2.9","0.2","0","21.7","0","0"
"3","21","4","0","0","21.6","2.8","0.2","0","21.6","0","0"
"3","21","5","0","0","21.8","2.8","0.2","0","0","0","0"
"3","21","6","0","8","22.4","3.1","0.2","7.413","22.546","20.796","4.204"
"3","21","7","63","173","23.2","3.5","0.2","193.465","26.815","640.509","601.959"
"3","21","8","80","314","24","3.9","0.2","359.765","30.318","1188.186","1130.23"
"3","21","9","17","90","24.4","4","0.2","99.604","26.119","316.568","289.497"
"3","21","10","51","489","25.1","4.1","0.2","537.262","34.218","1725.95","1648.938"
"3","21","11","15","91","25.2","4.1","0.2","102.405","26.937","321.479","294.233"
"3","21","12","39","504","25.2","4.2","0.2","544.226","34.299","1742.295","1664.705"
"3","21","13","28","410","25.2","4.2","0.2","421.24","32.249","1358.415","1294.427"
"3","21","14","37","361","24.9","4.2","0.2","385.917","31.372","1256.561","1196.182"
"3","21","15","69","286","24.5","4.1","0.2","322.324","30.002","1064.924","1011.335"
"3","21","16","31","131","23.9","3.8","0.2","137.673","26.358","450.952","419.119"
"3","21","17","0","30","23.2","3.5","0.2","27.973","23.711","79.624","60.948"
"3","21","18","0","0","22.8","3.4","0.2","0","22.8","0","0"
"3","21","19","0","0","22.7","3.3","0.2","0","22.7","0","0"
"3","21","20","0","0","22.6","3.2","0.2","0","22.6","0","0"
"3","21","21","0","0","22.4","3","0.2","0","22.4","0","0"
"3","21","22","0","0","22.2","2.7","0.2","0","22.2","0","0"
"3","21","23","0","0","22.1","2.6","0.2","0","22.1","0","0"
"3","22","0","0","0","22","2.7","0.2","0","22","0","0"
"3","22","1","0","0","22","2.8","0.2","0","22","0","0"
"3","22","2","0","0","22","3","0.2","0","22","0","0"
"3","22","3","0","0","22.1","3.2","0.2","0","22.1","0","0"
"3","22","4","0","0","22.2","3.3","0.2","0","22.2","0","0"
"3","22","5","0","0","22.5","3.6","0.2","0","0","0","0"
"3","22","6","0","18","23","4.1","0.2","16.701","23.283","48.608","31.031"
"3","22","7","5","56","23.6","4.8","0.2","54.081","24.441","172.017","150.068"
"3","22","8","0","46","24","5.4","0.2","42.798","24.616","132.913","112.349"
"3","22","9","0","43","24.3","5.7","0.2","40.056","24.855","122.441","102.248"
"3","22","10","16","91","24.6","6","0.2","102.154","25.966","323.075","295.773"
"3","22","11","29","189","24.6","6.2","0.2","212.456","27.376","684.459","644.352"
"3","22","12","29","178","24.6","6.5","0.2","201.36","27.148","648.439","609.608"
"3","22","13","28","202","24.3","6.7","0.2","221.716","27.049","718.739","677.417"
"3","22","14","23","118","23.9","6.8","0.2","130.948","25.511","422.653","391.823"
"3","22","15","29","228","23.4","6.8","0.2","234.509","26.293","778.305","734.873"
"3","22","16","58","147","22.9","6.6","0.2","163.684","24.963","541.603","506.557"
"3","22","17","0","8","22.4","6.3","0.2","7.413","22.494","19.809","3.253"
"3","22","18","0","0","22.2","6","0.2","0","22.2","0","0"
"3","22","19","0","0","22.2","5.7","0.2","0","22.2","0","0"
"3","22","20","0","0","22.1","5.6","0.2","0","22.1","0","0"
"3","22","21","0","0","22.1","5.4","0.2","0","22.1","0","0"
"3","22","22","0","0","22","5.5","0.2","0","22","0","0"
"3","22","23","0","0","21.9","5.4","0.2","0","21.9","0","0"
"3","23","0","0","0","21.9","5.2","0.2","0","21.9","0","0"
"3","23","1","0","0","21.8","4.7","0.2","0","21.8","0","0"
"3","23","2","0","0","21.7","4.5","0.2","0","21.7","0","0"
"3","23","3","0","0","21.5","4.6","0.2","0","21.5","0","0"
"3","23","4","0","0","21.3","4.8","0.2","0","21.3","0","0"
"3","23","5","0","0","21.2","4.9","0.2","0","0","0","0"
"3","23","6","0","19","21.4","5.1","0.2","17.632","21.661","51.781","34.092"
"3","23","7","11","74","22","5.1","0.2","73.361","23.098","237.829","213.548"
"3","23","8","56","294","22.9","4.8","0.2","324.924","27.942","1080.063","1025.938"
"3","23","9","24","269","23.4","4.6","0.2","275.64","27.776","901.433","853.638"
"3","23","10","26","265","24.7","3.9","0.2","283.571","29.654","915.165","866.883"
"3","23","11","25","319","25.3","3.6","0.2","339.333","31.494","1088.642","1034.213"
"3","23","12","892","107","25.9","3.3","0.2","992.219","44.997","3107.533","2981.567"
"3","23","13","846","120","26.4","2.7","0.2","899.036","45.559","2821.667","2705.83"
"3","23","14","823","104","26.9","1.9","0.2","754.253","45.667","2386.239","2285.831"
"3","23","15","770","83","27","1.2","0.2","544.526","42.888","1759.576","1681.373"
"3","23","16","640","62","26.6","0.9","0.2","298.006","35.856","933.394","884.466"
"3","23","17","281","28","25.4","1.2","0.2","63.008","27.021","137.912","117.171"
"3","23","18","0","0","24.5","1.7","0.2","0","24.5","0","0"
"3","23","19","0","0","23.9","2","0.2","0","23.9","0","0"
"3","23","20","0","0","23.4","2.1","0.2","0","23.4","0","0"
"3","23","21","0","0","22.7","2.2","0.2","0","22.7","0","0"
"3","23","22","0","0","21.9","2.5","0.2","0","21.9","0","0"
"3","23","23","0","0","21","2.9","0.2","0","21","0","0"
"3","24","0","0","0","20.2","3.3","0.2","0","20.2","0","0"
"3","24","1","0","0","19.5","3.7","0.2","0","19.5","0","0"
"3","24","2","0","0","18.9","4.1","0.2","0","18.9","0","0"
"3","24","3","0","0","18.6","4.4","0.2","0","18.6","0","0"
"3","24","4","0","0","18.6","4.5","0.2","0","18.6","0","0"
"3","24","5","0","0","19","4.5","0.2","0","0","0","0"
"3","24","6","380","39","19.9","4.9","0.2","99.845","21.312","253.226","228.399"
"3","24","7","685","73","21.2","5.4","0.2","355.018","26.306","1184.717","1126.883"
"3","24","8","814","92","22.5","5.7","0.2","609.492","31.018","2062.833","1973.884"
"3","24","9","877","106","23.2","5.7","0.2","818.442","34.605","2702.604","2590.986"
"3","24","10","919","110","24.8","5.2","0.2","970.551","39.131","3121.907","2995.431"
"3","24","11","24","409","25.6","4.9","0.2","418.583","31.973","1346.418","1282.855"
"3","24","12","909","124","25.9","4.6","0.2","1025.6","42.236","3245.509","3114.654"
"3","24","13","832","151","25.8","4.5","0.2","923.255","40.713","2951.862","2831.411"
"3","24","14","754","154","25.4","4.4","0.2","753.775","37.763","2458.242","2355.282"
"3","24","15","637","140","24.8","4.3","0.2","524.767","33.55","1755.049","1677.006"
"3","24","16","447","106","23.8","4","0.2","270.381","28.457","876.935","830.008"
"3","24","17","88","36","22.6","3.7","0.2","46.899","23.4","121.134","100.988"
"3","24","18","0","0","21.8","3.6","0.2","0","21.8","0","0"
"3","24","19","0","0","21.5","3.4","0.2","0","21.5","0","0"
"3","24","20","0","0","21.3","3.3","0.2","0","21.3","0","0"
"3","24","21","0","0","21.1","3.3","0.2","0","21.1","0","0"
"3","24","22","0","0","21.1","3.4","0.2","0","21.1","0","0"
"3","24","23","0","0","21.1","3.5","0.2","0","21.1","0","0"
"3","25","0","0","0","21","3.6","0.2","0","21","0","0"
"3","25","1","0","0","20.9","3.7","0.2","0","20.9","0","0"
"3","25","2","0","0","20.7","3.7","0.2","0","20.7","0","0"
"3","25","3","0","0","20.6","3.7","0.2","0","20.6","0","0"
"3","25","4","0","0","20.4","3.7","0.2","0","20.4","0","0"
"3","25","5","0","0","20.7","3.8","0.2","0","0","0","0"
"3","25","6","0","23","21.7","4.4","0.2","21.357","22.046","62.971","44.886"
"3","25","7","13","92","22.7","4.9","0.2","91.399","24.103","297.854","271.446"
"3","25","8","725","120","23.5","5.1","0.2","584.407","32.273","1965.035","1879.551"
"3","25","9","27","320","23.9","5.2","0.2","328.923","28.737","1076.998","1022.982"
"3","25","10","115","525","24.2","5.1","0.2","636.921","33.673","2059.458","1970.629"
"3","25","11","867","147","24.4","5.2","0.2","1020.377","39.451","3262.449","3130.993"
"3","25","12","25","307","24.3","5.3","0.2","327.228","29.042","1059.964","1006.551"
"3","25","13","861","132","24.1","5.3","0.2","928.649","37.647","3007.606","2885.181"
"3","25","14","823","119","23.7","5.3","0.2","767.345","34.916","2534.8","2429.128"
"3","25","15","741","103","23.3","5.2","0.2","546.348","31.408","1848.003","1766.666"
"3","25","16","585","76","22.5","4.8","0.2","290.405","26.976","942.625","893.37"
"3","25","17","198","30","21.5","4.4","0.2","54.928","22.309","126.59","106.25"
"3","25","18","0","0","20.9","4.2","0.2","0","20.9","0","0"
"3","25","19","0","0","20.5","4","0.2","0","20.5","0","0"
"3","25","20","0","0","20.2","4","0.2","0","20.2","0","0"
"3","25","21","0","0","20","3.9","0.2","0","20","0","0"
"3","25","22","0","0","19.9","3.8","0.2","0","19.9","0","0"
"3","25","23","0","0","19.8","3.8","0.2","0","19.8","0","0"
"3","26","0","0","0","19.7","3.8","0.2","0","19.7","0","0"
"3","26","1","0","0","19.7","3.7","0.2","0","19.7","0","0"
"3","26","2","0","0","19.6","3.7","0.2","0","19.6","0","0"
"3","26","3","0","0","19.6","3.7","0.2","0","19.6","0","0"
"3","26","4","0","0","19.6","3.8","0.2","0","19.6","0","0"
"3","26","5","0","0","20","3.8","0.2","0","0","0","0"
"3","26","6","344","40","21.2","4.2","0.2","95.93","22.695","244.08","219.577"
"3","26","7","674","72","22.4","4.8","0.2","350.305","27.83","1162.103","1105.071"
"3","26","8","817","87","23.2","4.9","0.2","606.503","32.542","2041.627","1953.43"
"3","26","9","886","97","23.5","4.9","0.2","816.108","36.035","2681.589","2570.716"
"3","26","10","920","104","24.1","4.7","0.2","964.451","39.275","3102.328","2976.545"
"3","26","11","27","274","24.4","4.7","0.2","295.991","29.026","956.497","906.751"
"3","26","12","934","106","24.5","4.7","0.2","1029.373","40.685","3280.266","3148.179"
"3","26","13","917","102","24.4","4.7","0.2","940.999","39.21","3032.068","2908.776"
"3","26","14","879","93","24.1","4.7","0.2","777.896","36.368","2558.369","2451.861"
"3","26","15","803","82","23.7","4.5","0.2","558.29","32.768","1881.569","1799.044"
"3","26","16","647","64","22.8","4","0.2","298.813","27.931","963.36","913.37"
"3","26","17","242","27","21.7","3.5","0.2","58.52","22.667","129.925","109.467"
"3","26","18","0","0","21","3.5","0.2","0","21","0","0"
"3","26","19","0","0","20.7","3.5","0.2","0","20.7","0","0"
"3","26","20","0","0","20.4","3.4","0.2","0","20.4","0","0"
"3","26","21","0","0","20.2","3.3","0.2","0","20.2","0","0"
"3","26","22","0","0","20","3.2","0.2","0","20","0","0"
"3","26","23","0","0","19.8","3.1","0.2","0","19.8","0","0"
"3","27","0","0","0","19.7","3.1","0.2","0","19.7","0","0"
"3","27","1","0","0","19.6","3.1","0.2","0","19.6","0","0"
"3","27","2","0","0","19.6","3.1","0.2","0","19.6","0","0"
"3","27","3","0","0","19.6","3.1","0.2","0","19.6","0","0"
"3","27","4","0","0","19.5","3.2","0.2","0","19.5","0","0"
"3","27","5","0","0","19.9","3.2","0.2","0","0","0","0"
"3","27","6","407","35","21","3.7","0.2","101.036","22.674","249.719","225.016"
"3","27","7","710","64","22.3","4.3","0.2","356.592","28.208","1181.285","1123.573"
"3","27","8","831","81","23.3","4.6","0.2","609","33.055","2046.926","1958.541"
"3","27","9","894","91","23.7","4.8","0.2","816.054","36.398","2678.593","2567.825"
"3","27","10","901","113","24.3","5","0.2","955.868","38.771","3080.992","2955.966"
"3","27","11","915","115","24.5","5.1","0.2","1025.756","39.824","3278.885","3146.846"
"3","27","12","919","112","24.6","5.2","0.2","1019.906","39.651","3264.172","3132.655"
"3","27","13","890","113","24.5","5.2","0.2","926.767","38.19","2998.583","2876.477"
"3","27","14","860","98","24.2","5.2","0.2","767.033","35.553","2531.02","2425.482"
"3","27","15","234","285","23.6","4.9","0.2","422.956","30.096","1415.561","1349.548"
"3","27","16","25","113","22.8","4.4","0.2","118.185","24.737","387.273","357.697"
"3","27","17","0","17","21.7","3.9","0.2","15.781","21.966","41.212","23.897"
"3","27","18","0","0","21.1","3.8","0.2","0","21.1","0","0"
"3","27","19","0","0","20.8","3.8","0.2","0","20.8","0","0"
"3","27","20","0","0","20.7","3.8","0.2","0","20.7","0","0"
"3","27","21","0","0","20.7","3.8","0.2","0","20.7","0","0"
"3","27","22","0","0","20.7","3.8","0.2","0","20.7","0","0"
"3","27","23","0","0","20.6","3.7","0.2","0","20.6","0","0"
"3","28","0","0","0","20.4","3.6","0.2","0","20.4","0","0"
"3","28","1","0","0","20.2","3.4","0.2","0","20.2","0","0"
"3","28","2","0","0","20.1","3.3","0.2","0","20.1","0","0"
"3","28","3","0","0","19.9","3.2","0.2","0","19.9","0","0"
"3","28","4","0","0","19.9","3.2","0.2","0","19.9","0","0"
"3","28","5","0","0","20.2","3.2","0.2","0","0","0","0"
"3","28","6","0","26","21.2","3.7","0.2","24.156","21.632","71.332","52.95"
"3","28","7","669","71","22.4","4.3","0.2","347.935","28.166","1152.893","1096.188"
"3","28","8","805","88","23.4","4.8","0.2","600.395","32.768","2019.67","1932.251"
"3","28","9","110","429","23.8","4.9","0.2","519.508","31.74","1701.983","1625.821"
"3","28","10","55","475","24.4","5","0.2","529.592","32.372","1715.849","1639.196"
"3","28","11","928","105","24.5","5","0.2","1027.272","40.042","3282.227","3150.071"
"3","28","12","28","436","24.4","5","0.2","450.5","31.175","1457.501","1390.002"
"3","28","13","895","106","24.3","5.1","0.2","922.602","38.099","2987.612","2865.895"
"3","28","14","852","99","24","5.1","0.2","760.426","35.396","2511.383","2406.54"
"3","28","15","774","85","23.6","4.9","0.2","541.627","31.949","1831.338","1750.592"
"3","28","16","614","65","22.9","4.5","0.2","285.815","27.476","920.2","871.739"
"3","28","17","198","25","21.9","4","0.2","51.655","22.689","112.913","93.058"
"3","28","18","0","0","21.3","3.9","0.2","0","21.3","0","0"
"3","28","19","0","0","20.9","3.8","0.2","0","20.9","0","0"
"3","28","20","0","0","20.6","3.7","0.2","0","20.6","0","0"
"3","28","21","0","0","20.4","3.6","0.2","0","20.4","0","0"
"3","28","22","0","0","20.2","3.4","0.2","0","20.2","0","0"
"3","28","23","0","0","20","3.3","0.2","0","20","0","0"
"3","29","0","0","0","19.8","3.3","0.2","0","19.8","0","0"
"3","29","1","0","0","19.5","3.2","0.2","0","19.5","0","0"
"3","29","2","0","0","19.3","3.3","0.2","0","19.3","0","0"
"3","29","3","0","0","19.1","3.3","0.2","0","19.1","0","0"
"3","29","4","0","0","19","3.3","0.2","0","19","0","0"
"3","29","5","0","0","19.3","3.4","0.2","0","0","0","0"
"3","29","6","341","37","20.5","3.8","0.2","93.465","22.037","235.69","211.484"
"3","29","7","671","69","21.8","4.4","0.2","346.964","27.471","1152.819","1096.116"
"3","29","8","813","83","22.9","4.6","0.2","600.18","32.514","2021.765","1934.272"
"3","29","9","885","89","23.4","4.7","0.2","806.351","36.112","2650.956","2541.167"
"3","29","10","889","112","24.2","4.7","0.2","942.802","39.035","3037.368","2913.887"
"3","29","11","912","111","24.4","4.7","0.2","1017.012","40.391","3245.597","3114.739"
"3","29","12","915","107","24.5","4.7","0.2","1008.501","40.359","3220.914","3090.93"
"3","29","13","883","110","24.4","4.7","0.2","914.603","38.796","2954.167","2833.635"
"3","29","14","839","102","24.3","4.7","0.2","755.934","36.222","2488.57","2384.536"
"3","29","15","81","266","23.9","4.5","0.2","310.622","28.922","1032.959","980.503"
"3","29","16","53","127","23.2","4","0.2","142.489","25.668","466.857","434.46"
"3","29","17","0","18","22.2","3.5","0.2","16.713","22.499","43.332","25.942"
"3","29","18","0","0","21.5","3.4","0.2","0","21.5","0","0"
"3","29","19","0","0","21.1","3.4","0.2","0","21.1","0","0"
"3","29","20","0","0","20.8","3.4","0.2","0","20.8","0","0"
"3","29","21","0","0","20.5","3.3","0.2","0","20.5","0","0"
"3","29","22","0","0","20.2","3.3","0.2","0","20.2","0","0"
"3","29","23","0","0","20","3.2","0.2","0","20","0","0"
"3","30","0","0","0","19.7","3.1","0.2","0","19.7","0","0"
"3","30","1","0","0","19.5","3","0.2","0","19.5","0","0"
"3","30","2","0","0","19.3","3","0.2","0","19.3","0","0"
"3","30","3","0","0","19.1","3","0.2","0","19.1","0","0"
"3","30","4","0","0","19","3","0.2","0","19","0","0"
"3","30","5","0","0","19.2","3.2","0.2","0","0","0","0"
"3","30","6","354","36","20.4","3.7","0.2","94.795","21.978","237.287","213.024"
"3","30","7","679","67","21.9","4.3","0.2","348.375","27.673","1156.714","1099.873"
"3","30","8","809","83","23.3","4.7","0.2","597.776","32.75","2012.076","1924.926"
"3","30","9","879","92","23.8","4.8","0.2","804.499","36.319","2642.937","2533.433"
"3","30","10","901","103","24.6","4.8","0.2","943.876","39.262","3039.358","2915.808"
"3","30","11","917","105","25","4.7","0.2","1014.732","40.956","3232.242","3101.857"
"3","30","12","910","107","25","4.7","0.2","1002.446","40.765","3197.364","3068.215"
"3","30","13","25","259","24.9","4.8","0.2","276.88","29.177","896.88","849.246"
"3","30","14","821","107","24.6","4.9","0.2","746.037","36.066","2457.705","2354.765"
"3","30","15","26","196","24.2","4.7","0.2","201.907","27.377","665.605","626.165"
"3","30","16","561","70","23.3","4.2","0.2","270.306","27.808","866.932","820.359"
"3","30","17","147","23","22.3","3.6","0.2","42.719","22.988","90.932","71.856"
"3","30","18","0","0","21.7","3.4","0.2","0","21.7","0","0"
"3","30","19","0","0","21.4","3.3","0.2","0","21.4","0","0"
"3","30","20","0","0","21.1","3.1","0.2","0","21.1","0","0"
"3","30","21","0","0","20.8","3","0.2","0","20.8","0","0"
"3","30","22","0","0","20.5","2.9","0.2","0","20.5","0","0"
"3","30","23","0","0","20.2","2.8","0.2","0","20.2","0","0"
"3","31","0","0","0","20","2.8","0.2","0","20","0","0"
"3","31","1","0","0","19.8","2.8","0.2","0","19.8","0","0"
"3","31","2","0","0","19.6","2.9","0.2","0","19.6","0","0"
"3","31","3","0","0","19.4","3.1","0.2","0","19.4","0","0"
"3","31","4","0","0","19.1","3.3","0.2","0","19.1","0","0"
"3","31","5","0","0","19.3","3.6","0.2","0","0","0","0"
"3","31","6","374","34","20.3","4.1","0.2","96.236","21.803","238.142","213.85"
"3","31","7","697","62","21.8","4.7","0.2","350.403","27.302","1165.101","1107.963"
"3","31","8","830","76","23.1","5.1","0.2","600.983","32.13","2029.122","1941.368"
"3","31","9","897","84","23.6","5.1","0.2","810.076","35.737","2668.486","2558.077"
"3","31","10","905","104","24.6","5.1","0.2","948.026","38.777","3058.869","2934.626"
"3","31","11","923","105","25","5.2","0.2","1019.682","40.05","3260.075","3128.704"
"3","31","12","925","102","25.3","5.3","0.2","1010.5","40.036","3233.065","3102.651"
"3","31","13","900","101","25.3","5.5","0.2","917.486","38.375","2970.494","2849.384"
"3","31","14","859","93","25","5.6","0.2","754.676","35.651","2492.549","2388.374"
"3","31","15","782","80","24.5","5.6","0.2","536.272","32.092","1814.091","1733.957"
"3","31","16","633","58","23.5","5.3","0.2","281.305","27.56","899.777","852.04"
"3","31","17","212","20","22.3","4.9","0.2","48.772","22.935","97.781","78.462"
"3","31","18","0","0","21.5","4.6","0.2","0","21.5","0","0"
"3","31","19","0","0","21.1","4.4","0.2","0","21.1","0","0"
"3","31","20","0","0","20.8","4.1","0.2","0","20.8","0","0"
"3","31","21","0","0","20.5","3.9","0.2","0","20.5","0","0"
"3","31","22","0","0","20.2","3.6","0.2","0","20.2","0","0"
"3","31","23","0","0","19.9","3.4","0.2","0","19.9","0","0"
"4","1","0","0","0","19.7","3.2","0.2","0","19.7","0","0"
"4","1","1","0","0","19.4","3.1","0.2","0","19.4","0","0"
"4","1","2","0","0","19.2","3.1","0.2","0","19.2","0","0"
"4","1","3","0","0","19","3.1","0.2","0","19","0","0"
"4","1","4","0","0","18.8","3.2","0.2","0","18.8","0","0"
"4","1","5","0","0","19","3.4","0.2","0","0","0","0"
"4","1","6","367","34","20.1","4","0.2","95.448","21.612","236.216","211.991"
"4","1","7","714","61","21.5","4.6","0.2","356.425","27.171","1186.208","1128.322"
"4","1","8","853","71","22.8","4.8","0.2","609.906","32.32","2058.86","1970.052"
"4","1","9","918","78","23.4","4.8","0.2","820.061","36.165","2697.735","2586.289"
"4","1","10","928","95","24.6","4.6","0.2","959.003","39.894","3081.442","2956.4"
"4","1","11","942","96","25.1","4.6","0.2","1027.739","41.478","3268.058","3136.404"
"4","1","12","943","94","25.5","4.8","0.2","1018.141","41.308","3241.923","3111.195"
"4","1","13","27","158","25.6","5","0.2","177.328","28.272","569.25","533.225"
"4","1","14","882","84","25.5","5.2","0.2","760.84","36.768","2503.411","2398.851"
"4","1","15","809","73","25.1","5.3","0.2","542.512","33.061","1829.771","1749.081"
"4","1","16","654","55","24","5","0.2","283.735","28.247","903.017","855.166"
"4","1","17","215","19","22.7","4.6","0.2","47.367","23.32","88.499","69.509"
"4","1","18","0","0","21.9","4.4","0.2","0","21.9","0","0"
"4","1","19","0","0","21.3","4.3","0.2","0","21.3","0","0"
"4","1","20","0","0","20.8","4.2","0.2","0","20.8","0","0"
"4","1","21","0","0","20.4","4","0.2","0","20.4","0","0"
"4","1","22","0","0","20","3.9","0.2","0","20","0","0"
"4","1","23","0","0","19.7","3.8","0.2","0","19.7","0","0"
"4","2","0","0","0","19.4","3.7","0.2","0","19.4","0","0"
"4","2","1","0","0","19.1","3.6","0.2","0","19.1","0","0"
"4","2","2","0","0","18.9","3.5","0.2","0","18.9","0","0"
"4","2","3","0","0","18.7","3.5","0.2","0","18.7","0","0"
"4","2","4","0","0","18.6","3.5","0.2","0","18.6","0","0"
"4","2","5","0","0","18.9","3.5","0.2","0","0","0","0"
"4","2","6","373","32","20","3.8","0.2","94.705","21.539","232.126","208.047"
"4","2","7","701","59","21.7","4.2","0.2","349.329","27.57","1160.305","1103.337"
"4","2","8","830","72","23.3","4.3","0.2","596.647","33.257","2006.584","1919.629"
"4","2","9","896","80","24","4.2","0.2","804.296","37.571","2631.786","2522.677"
"4","2","10","905","98","25.3","3.7","0.2","940.366","42.33","2993.306","2871.387"
